content,creationTime,score,productColor,productSize
"外形外观：时尚靓丽，简约大气
屏幕音效：清脆悦耳，环绕立体声
拍照效果：杠杠滴，非常满意
运行速度：非常流畅，游戏不卡
待机时间：超级满意
其他特色：非常喜欢",2022-10-04 07:25:35,5,暗紫色,256GB
"很不错?，灵动岛很灵动，不看***，就问灵动岛，爱情和事业如同iOS系统一样流畅。祝愿大家都能登岛，待机也很不错，像素提升较大，拿在手里面分量十足，妥妥的！
外形外观：符合人体美学
屏幕音效：不错
拍照效果：很棒
运行速度：丝滑流畅
待机时间：一天一充",2022-11-16 15:31:13,5,暗紫色,256GB
"外形外观：外观最大的升级可能就是新的配色了，暗紫色，是一种很低调的紫色，我特别喜欢
屏幕音效：屏幕显示效果不错，有高刷的加持，特别流畅
拍照效果：拍照又有升级了，主摄像头提升到了48MP
运行速度：6GB内存，加上苹果A16d仿生，iOS16，运行速度超级快
待机时间：续航还算不错，和13Pro差不多
其他特色：灵动岛的动画真的非常优秀，确实很灵动！",2022-10-15 02:43:21,5,暗紫色,256GB
"外形外观：喜欢?
屏幕音效：音效很立体
拍照效果：不错
运行速度：快，从安卓转iOS，感受确实不一样，运行速度确实快
待机时间：基本上正常使用一个小时掉十个电
其他特色：主要喜欢拍照，比较还原",2022-11-05 10:37:42,5,暗紫色,256GB
外观很好看，手感拿着很有质感，屏幕看着非常好，拍照效果很不错，像素高了，新机拍照片怎么都好看。5G高速运行，超长待机一整天。颜色也好看，白色看起来简单大气，非常的干净整洁。运行非常流畅，屏幕显示细腻，给人很舒服的感觉，而且相机夜景提升很大，拍出来的效果堪比佳能相机。之前的手机内存不够了，这次趁着活动购买的，直接卖的是256G的，这下就不怕内存不足了，性价比比较高。待时间不用可以一天时间，刷视频就不行，不过充电时间快，还是非常喜欢这个手机的。而且色彩的优化升级很好，百搭的紫色款式。特意使用了半个月，体验感非常好,2022-12-12 13:49:27,5,暗紫色,128GB
"外形外观：后摄像头凸起较高，有那么－点不喜欢
屏幕音效：屏幕效果非常棒，在阳光下也能很清?。
拍照效果：拍照效果不错，偏暖，夜晚拍照效果很好
运行速度：非常不错，手机中的天花板
待机时间：基本－天－充",2022-10-16 13:43:56,5,暗紫色,128GB
"续航时间不错，外观设计非常漂亮，质感很好，
外形外观：非常漂亮
屏幕音效：屏幕很清晰，音效很好
拍照效果：照片很清晰
运行速度：非常快
待机时间：还可以",2022-11-08 10:25:33,5,暗紫色,512GB
"外形外观：外观颜值很高，材质手感很好
拍照效果：拍照效果很好，很清晰
屏幕音效：显示清晰细腻，配合高刷，全新灵动岛效果杠杠的
运行速度：超快，流畅
待机时间：充电一次可用一天",2022-10-15 02:08:47,5,深空黑色,256GB
手感都非常不错，就是这时间段太难抢到了，小手机方便，14pro挺好的，用了一段时问后感觉很不错，屏幕非常细腻，很好，看上去非 常舒服，比一般手机强了，音效也很听歌很舒适，值得推荐，好看!！比13强太多啦，拍视频也绝绝子!而且电池的使用时间也比之前的机型要棒，还是续航能力很好，拍照效果很清晰，运行速度很畅快，白色比较清晰靓丽，外形外观，摄像头排布没有变化,2022-12-16 12:29:34,5,银色,256GB
"外形外观：一如既往，灵动岛用起来很有意思。
屏幕音效：屏幕显示很nice，120刷新率很流畅，音质清晰，听起来很舒服
运行速度：运行速度很流畅，毫无卡顿感觉。
待机时间：电池的加大待机更久了，一天可以不用充电。",2022-11-06 11:14:32,5,暗紫色,256GB
"外形外观：外形很漂亮，摄像头模组感觉很夸张的样子
屏幕音效：屏幕效果好，苹果的屏幕比安卓很多机子屏幕效果都要好，非常舒服
拍照效果：终于升级了摄像头，拍照效果要好了不少
运行速度：速度非常流畅，很顺滑
待机时间：待机时间比我之前86%电量的12要耐用很多，之前的机子掉电很快",2022-10-30 01:02:59,5,暗紫色,256GB
"外形外观：设计还可以，大小正好合适
屏幕音效：屏幕很亮，音效比之前几代都好
拍照效果：拍摄很棒，4800万不是吹的，微距和广角非常实用
运行速度：没有任何卡顿
待机时间：充满电一整天没任何问题
其他特色：必须带壳，容易掉漆（小点点那种）",2022-11-03 11:18:38,5,深空黑色,256GB
"整体使用感提升更大！
外形外观：灵动岛是最大的突破
屏幕音效：提升很大
拍照效果：比11好很多
运行速度：杠杠滴
待机时间：一般
总体还是很满意",2022-09-30 21:55:00,5,暗紫色,256GB
"外形外观：特别好看，与期待的一样，黑色真的不会错
屏幕音效：个人觉得比安卓机器音效好
拍照效果：4800万像素是真的清晰
运行速度：很快
待机时间：很好，但还是有点耗电
其他特色：网上相机bug，我的没有，很庆幸，安全**，一直很相信京东！",2022-10-21 22:09:47,5,深空黑色,256GB
"外形外观：还是银色的耐看 握感好
屏幕音效：加上灵动岛yyds
拍照效果：新的4800万像素真香
运行速度：a16 4纳米工艺不必多说了吧
待机时间：同一天没问题
其他特色：灵动岛非常漂亮",2022-10-22 23:57:34,5,银色,256GB
"外形外观：背板磨砂质感很细腻舒服，紫色高级感很强
屏幕音效：亮度高，阳光下依然很清晰，声音音质也不错
拍照效果：夜拍效果比以前清晰，对焦快速
运行速度：很流畅，苹果一向如此
待机时间：正常使用一天，没有问题",2022-10-13 15:33:48,5,暗紫色,128GB
"外形外观：14pro的尺寸刚刚好，M太大了，暗紫色高级
拍照效果：像素不是夸的，即使放大拍也超级哇塞
运行速度：运行挺快的，目前没有什么问题
待机时间：待机还可以，因为用手机频率比较高",2022-12-06 15:04:23,5,暗紫色,256GB
"外形外观：外形有棱角，侧边有镜面效果
屏幕音效：屏幕显示细腻
拍照效果：拍照效果很好，照片可选择0.5-15x，视频可选0.5-9x
运行速度：运行速度比之前的12mini要快，切换丝滑
待机时间：12小时中强度使用无碍",2022-11-26 21:13:04,5,金色,256GB
"外形外观：这一款换紫色的Pro非常好看，显得很高级。
屏幕音效：音质还行，非常清新优美
拍照效果：拍照效果比12和13的要好很多
运行速度：运行速度非常流畅，不卡顿
待机时间：待机时间也很长，可以满足日常所需",2022-09-26 19:23:33,5,暗紫色,256GB
"常佞 司一天充
一次都用不完，这款
新出的苹果手机质量
很好，
系统流畅，信
号稳定，手感很好，
磨砂的
外壳手感挺好的，金
属的边框坚硬结实，
屏幕",2022-10-25 08:53:04,5,暗紫色,128GB
"外形外观：外观漂亮，不锈钢材质，手感舒适，平滑，耐指纹，很好看，非常喜欢。
屏幕音效：显示清晰，配合高刷速度很快，效果非常好，：全新灵动岛非常喜欢。
拍照效果：拍照清晰，色彩真实，拍照的画质清晰。
待机时间：充电速度很快，电池耐用。",2022-10-19 11:12:47,5,银色,128GB
"外形外观：深得喜欢
屏幕音效：比上一代更舒服
拍照效果：像素更高，拍照更像大片
运行速度：很丝滑
待机时间：很不错
其他特色：暗紫色的配色是真的非常好看",2022-10-19 17:38:38,5,暗紫色,256GB
"外形外观：外观继承了苹果的一贯风格，方方正正，精致简单。
屏幕音效：这款Max的屏幕很大，清晰度很好，音效有很大改善。
拍照效果：三个摄像头，像素很棒，拍摄效果很好。
运行速度：硬件配置很高，软件苹果系统与硬件完美匹配，运行很快。
待机时间：待机时间长
其他特色：很好",2022-12-02 21:07:53,5,银色,256GB
"外形外观：中规中矩，新颖亮眼
屏幕音效：立体声很不错
拍照效果：很清晰，这很苹果
运行速度：不用说，很流畅
待机时间：一天轻度使用无压力",2022-10-24 14:18:53,5,深空黑色,256GB
"外形外观：外观设计感很强，喜欢！
屏幕音效：直屏感觉很好，不用担心贴膜！
拍照效果：拍照效果特别好，特别防抖动！
运行速度：苹果的系统没的说，一直是很流畅的！
待机时间：待机时间比上一代有所提升！",2022-10-24 16:04:07,5,暗紫色,256GB
"外形外观：灵动岛设计非常新颖
屏幕音效：屏幕用起来很舒适，常亮屏幕
拍照效果：Pro没话说
运行速度：非常流畅
待机时间：足够使用
其他特色：特别好用！",2022-10-10 15:58:29,5,金色,256GB
"外形外观：还不错，苹果的手机一直外观设计简洁大方
屏幕音效：屏幕清晰，音效还不错 刚收到货送给老婆的礼物
拍照效果：很好，效果杠杠的
运行速度：这是iOS的优势，
待机时间：有待考验，毕竟电池容量小",2022-12-04 09:33:30,5,深空黑色,256GB
"期待已久的苹果手机，外观设计很有造型感，手机功能强大，满满的赞
拍照效果：大气
运行速度：超快不卡
待机时间：较长
屏幕音效：炫酷
外形外观：炫酷",2022-09-26 11:26:13,5,暗紫色,256GB
"很棒，很好，非常不错，哈哈哈，喜欢
外形外观：很好看，紫色看起来很高级，在灯光下很好看
屏幕音效：很好
拍照效果：很清楚
运行速度：很快，完全不卡顿",2022-11-20 16:52:30,5,暗紫色,256GB
"买给老爸的，他很喜欢的，他一直是果粉，14的灵动岛也挺好看，不用刘海屏了，买了紫色，颜值好看，
外形外观:颜值高，紫色，是我喜欢的紫色，看起来高档紫色，，
屏幕音效:清晰不错，播放音乐声音清晰，看视频视觉很好的，
拍照效果:拍照很清晰，像数4000，比13清晰，",2022-10-29 12:27:26,5,深空黑色,256GB
"外形外观：很高大上，不锈钢背板手感非常好
屏幕音效：屏幕显示效果很好
拍照效果：拍照很清晰
运行速度：运行速度很快
待机时间：续航很顶的，用一天没问题",2022-09-24 18:41:00,5,暗紫色,128GB
"外形外观：精美
屏幕音效：杠杠的
拍照效果：色彩特别棒 很清晰
运行速度：很快
待机时间：一天重度手机用户没问题
去拍的照片 第一个是原相机 感受一下。",2022-11-23 14:49:08,5,暗紫色,128GB
"官网没现货跑来这买，官网验货了是全新未激活，送了很多小礼品很值。谈谈手机，首选金色！外形直角边框经典
设计，手感非常好，不锈钢边框很有质感。iPhone屏幕
一如既往的优秀顶级量示效果，灵动号(药丸）设计更新
颖，声音音效更响亮，与Boss、JBL同样出色。拍照 4K
摄像更清晰，加大的摄像头模组，支持电影式拍摄，Pro
级摄像头系统（超广角、广角和长焦），夜同模式人像
(通过激光雷达担指仪实现） 人像模式，支持先进的焦外成像和景深控制，人像光效。运行A16芯片更加提速，流畅无比10S永不卡机，（安卓永远无法比拟） 在线看
HDR 高品质大片，巨流畅。续航再次增加，外出出行更方便，妈妈不用担心我出门手机没电啦！",2022-11-09 07:57:39,5,金色,256GB
