user,time,score,content
大觉金仙,2019-04-11 13:58,4,风景不错值得一去里面还有玻璃栈道
M10****619,2019-04-10 16:37,5,同一块岩石从不同方向看，像不同的样子。有中国第二大丹霞巨石，有许许多多像乌龟的岩石，不愧叫龟峰，竹林茂密，空气清新，天然的氧吧
300****445,2019-04-10 07:36,4,龟峰丹霞很有特色，虽然不是非常大，但奇，秀，往往峰回路转又是一番景色个人觉得景色比龙虎山好多了，景区服务也很好。从县城过来公交十五分钟一班三元，非常值得一游。
_CFT01****1097029,2019-04-07 06:44,5,龟峰丹霞地貌，整个行程差不多四个小时，新增了玻璃栈道，值得一玩。老的景区门口已关闭，要去新的门口了，别走错地方了。我们就是先到老门口然后再找到新的门口的。
M45****791,2019-04-04 15:26,5,还不错，空气很好。总共带小孩子爬了两遍！
M49****779,2019-03-27 16:21,5,这个景点还不错!小了点、风景不错、要是门票在贵一点就不好了！有些景点关闭了!
舟山东方之朱,2019-03-26 09:07,5,早上8点多游客很少，龟峰景色很不错，可能是宣传力度不够，全程4小时左右，这个门票是套票，包含景交和游船。
冬日暖阳,2019-03-12 18:55,4,丹霞地貌，赣闽两省常见。风景还不错，比龙虎山还是差一些，尤其是水，只有一个人工小湖。景区的电瓶车只管进不管出，爬山累半死还要自己走很长的路到景区大门停车场，不科学
M37****712,2019-03-06 14:06,5,典型的丹霞山风貌，地处清静，面积较大，山清水秀，石奇峰险，树多花香，行舟水上，景致变换，微风轻拂，美丽如画如诗，令人游连忘返。
Jean楠,2019-02-24 20:51,5,景点服务态度好，风景也很棒，整个行程下来最快可以3小时走完全程，线路规划也很合理。从弋阳站下车坐K2可以直接到景区门口，注意，千万不要坐K1，虽然站牌写着到龟峰景区，但实际并不到，很久前开始就不到了，对公交公司很无语。
anaonaoa67,2019-02-17 10:17,5,藏在深山人未识的美景，此次春节行的第二个惊艳。典型的丹霞地貌，红色的山体，惟妙惟肖的乌龟造型，给人的视觉，心里带来了强烈的冲击与震撼。真是一步一景，一步一惊叹。
ling-min,2019-02-17 06:15,5,风景秀美，山水俱佳，历史底蕴丰厚，这里的石头形神兼备，绝不是臆测的象形，而是实实在在的形神兼备。非常适合带老人孩子一起出行。
D25****538,2019-02-15 15:37,5,风景很好，比龙虎山好玩，建议先做游览车再做船出来，这样更轻松
舟山东方之朱,2019-02-15 10:27,5,龟峰景色不错，景色不错，正月初七早上8点就我们一家3口入园，景区宣传力度不够，我们出园的时候游客也不是很多。全程需要4-5个小时。好像只能买套票，景区游览车和游船必须买，其实走走也就十几二十分钟的路程。
question04,2019-02-13 18:03,5,物有所值，景色很漂亮，比隔壁的龙虎山，丹霞美景更赞，推荐下
M97****09,2019-02-09 22:23,5,龟峰是五A级景区，各方面设施还是比较新的，特别是游客中心的洗手间很大气、很干净，景交和游船也不错。整个景区沿着路线走下来半天差不多，可惜天气不是太好，玻璃栈道和湖景都看不到什么，不过总体还行。不足之处，景点人气不够旺，游客广场缼些琳琅满目的土特产、特色商品，沿途也难觅农家乐、饭店。
M46****093,2019-02-07 13:23,5,景色很美，就是有点小雨。玻璃栈道看不清下面，不刺激。因为有雨水。
M37****712,2019-02-07 00:52,5,山水相映，自然与人文交融，独特如仙。
M65****59,2019-01-03 22:51,5,东西很好，很满意，一路很顺风，确实不错啊
Mozart-xu,2018-12-27 23:34,5,很实惠，也很方便，好评…………
M29****0448,2018-12-25 14:11,5,不错，风景很好！建议景区多做宣传，让更多的人了解并游玩！
郭书生,2018-12-03 14:52,5,丹霞奇观，秀美之尊！不得不去的5a级风景名胜！
朱中太,2018-11-29 21:48,5,玩的开心，风景很好，性价比很高
走天涯行天下,2018-11-25 10:16,5,景点很有特色，山景很美，游船个人感觉没有必要做，骆驼山远观就可以了
前景美好98,2018-11-04 19:07,5,物有所值，可以和黄山媲美，一路走一路惊喜连连。
_yt2****735,2018-10-28 22:58,4,从弋阳站乘游2路半小时内到达，车次也不少，交通非常方便。5A景区值得一游，厕所相当干净，指路标识不够。全景游需要4-5小时。
M10****413,2018-10-18 12:29,4,作为一个旅游爱好者，以前不了解龟峰，只是前年去龙虎山的时候才看到了龟峰山的广告。从宣传度来讲，以前以为龟峰山可能一般吧，没有特别想去玩一趟的冲动。这次十一，同学做了个攻略，其中就有龟峰山。去了之后发现比我想像的要好很多，景色很美，游玩时间也较长，是个性价比很高的旅游景点。不过有点不足的是，游玩线路应该定死，否则一但人多双向行走非常困难，造成不必要的拥堵，也容易发生危险事故。还有有的地方居然没有护栏，旁边就是万丈深渊，好恐怖的。最后提个建议，龟峰山的广告宣传力度不够，名气没有打出来，感觉比龙虎山景色要好，却没龙虎山名气大，两者距离也不远，但名气还是有差距的。
kallytonny,2018-10-11 23:10,5,开车回家，弋阳高速路封了，找了家酒店，发现有个龟峰，于是买了票，整体还是不错的，爬爬山也挺舒服。玻璃栈道还可以，云梯也可以，不过高血压心脏病患者还是不合适了
M27****4172,2018-10-09 19:48,5,龟峰风景秀丽骆骆峰悬崖天梯又险又刺激！
M27****4172,2018-10-09 17:11,5,龟峰是中国丹霞世界自然遗产重要组成部分。这里自然风光秀丽丶碧水奇幻多姿。龟峰的奇石，象形独秀，如雕似刻、类型之多、观赏性之强。不愧是“江上龟峰天下稀”，恍若步入了梦幻飘渺的人间仙境！
M29****9478,2018-10-08 10:10,5,整体体验较好，典型的丹霞风貌。
M43****176,2018-10-07 21:55,5,有山，有水，有奇峰，有怪石，登高望远赏美景，攀岩走道历惊险，景色和名气虽比不上那些名山大川，但也有自己的独特精致，另外人不多，山不高，爬着不累！
D26****284,2018-10-07 16:10,4,观光车有点坑，景色不错，山峰不高。小朋友也能在鼓励下完成。
cherry_zheng,2018-10-06 23:16,5,刚升的5A，10月5号去的，人流量还不算大。景区的服务很到位，山不算高，爬一会儿山可以走会平路缓一缓。下山的楼梯较多，不算很陡。有玻璃栈道，同行的一个同事，典型的恐高，但也顺利过了。有直升机体验，299一人，大概最多十分钟的样子，可能看我带了个小朋友，多给我们飞了一会儿。直升机上看山景是另一种体会，没看够，如果能飞得再远一些就好了。在江西待了四天，所去的景点中，龟峰是唯一个感觉算得上景点的地方。景区里的东西翻了不止两倍，也可以理解，亲眼看见把东西运到山上全靠人力，不容易。就是坐轮渡的附近有个唯一一个卖雪糕、冰淇淋的地方，卖东西的妹子服务态度也是景区唯一傲慢的。还有就是管理上还有待加强，坐轮渡没人检票，也没人维持秩序，导致我们虽然排在第一位，却没上成船。
le****ns,2018-10-06 20:30,5,先坐景交然后登山，坐船出来，全程四个多小时
_WeCh****049758,2018-10-06 17:57,4,当天景区游玩人数多，值得一提的是“蓝天救援”的工作人员，一路可见，服务着游客，挺暖心！
E21****84,2018-10-05 20:35,5,支持老家旅游业～拖家带口来了，老公是外地人，哈哈哈，买了携程票，135，规划比前几年好多了～希望越来越好吧～还可以坐船玩，本地人50块，还有299体验直升机，我们没去体验，有点可惜…哈哈，希望下次有机会再去～风景很好，大家多来旅游呀～我们孩子才两岁多，没去玻璃栈道，喜欢冒险的朋友可以去去～
_ZFB20****1603020,2018-10-05 08:57,5,强力推荐，非常不错的景点，建议先不要乘船，坐电瓶车进去，一路欣赏奇山怪石，沿着栈道前行，体验龟峰的险峻，最后到达玻璃栈道就大声呼喊吧。然后一路下山，乘船返回。
M13****862,2018-10-05 07:21,4,环境不错，景点自然风光比武夷山好。
johnsonroy86,2018-10-04 08:16,4,有点累，玻璃栈道附近下坡人流对冲太厉害，没有看到老门口的神龟迎宾有点遗憾
M59****21,2018-10-02 19:01,4,红红的石面，层层叠叠的石岩层，龟形唯妙唯肖，自然景观奇特。景区服务稍差了点：标识不十分明显，景区景点改造应对不及，游客走冤枉路，有些地段比较险，未有服务人员定点引导一些胆大任性的游客，隐患较大，好在入园人流不大。
尹凡,2018-09-21 14:15,5,有无数形态酷似乌龟的象形石和整个景区远远看去象一只硕大无朋的巨龟而得名。素有“三十六峰七十二景”之说，集“奇、险、灵、巧”于一身，素有“江上龟峰天下稀”和“天然盆景”誉称。以其独特的“无山不龟，无石不龟”的自然景观和深厚的文化底蕴成为游圣徐霞客、电视剧《西游记》等众多名家名剧的推荐景点
M28****5184,2018-09-19 00:22,5,一个很好的游山观景的旅游胜地，超过预期，希望在看点上多做介绍。
M55****804,2018-09-17 07:16,5,没想到龟峰景区这么大。丹霞地貌有气势，全程有山、有水，还坐车、坐船。走完全程用了四个小时，不错的景点。
亲爱的颜,2018-08-31 10:33,5,超级推荐，门票也不贵，里面有玻璃栈道，石洞，以及风貌不一的大石头。印象中知道下午就可以爬完了，感觉很不错，有些地方很陡，还只设了铁皮楼梯，爬的时候有点心惊胆战哈哈哈。
M49****976,2018-08-25 17:22,5,风景很美，也有点险，必须买船票，否则会累死，不适合带小宝宝去
_WeCh****882572,2018-08-12 10:11,5,非常好玩，景色美，就是竹林蚊子多，
M24****9457,2018-08-05 14:53,5,景区不错，夏天来也合适，游船风景好
la****518,2018-08-03 23:31,5,很少打五星，景色非常好，交通方便，可惜知名度不高
玉屏阿贵,2018-07-26 14:49,5,景区景色很漂亮，门票价格也有优惠，很不错的一次旅行。
110****662,2018-07-14 22:56,5,携程订票能便宜点。取票还是挺方便滴。
Ikun墨紫,2018-07-11 10:18,4,还不错啦，风景挺好的，挺开心！
明宵升海平,2018-07-06 20:13,5,龟峰不大！爬山也不累人！是丹霞地貌中的盆景！
205****191,2018-06-27 23:39,5,风景很棒，就是爬了很累，栈道还好，游览船票一定要买
xhw,2018-06-13 08:40,5,非常美！深藏“龟”中人未识，宣传不够，景色远远超过知名度。刚评上5A，票价由80元变成150元。但还是感觉超值！
尧尧郭K,2018-05-31 19:28,5,十分OK，新修了以后有了栈道，要爬更久了，骆驼峰不建议短时间玩，但是有时间必须去玩。
特博克鳌拜,2018-05-11 22:56,4,不错好玩就睡觉上课上课上课上课考试科目奶奶说奶奶
liufutang,2018-05-03 22:54,5,值得去，这边的山很特别，环境也好。。
新一代徐霞客1,2018-05-03 22:45,5,龟峰风景名胜区位于江西省弋阳县城区西南部，320国道、311高速和浙赣铁路旁，距弋阳县城10公里，总面积136平方公里。是世界地质公园龙虎山—龟峰地质公园和世界自然遗产“中国丹霞”的组成部分，是国家级风景名胜区
M26****0440,2018-05-01 20:19,5,今天到龟峰玩，真心不错就是有点累希望山上东西便宜点。
感悟远方,2018-04-28 05:39,5,去过很多名山，这次去了龙虎山，返程路过顺便去了龟峰。本以为只是一个小众景点，可一圈五个小时玩下来后，大大出乎预料，简直让我震撼了。龟峰的丹霞地貌、景观的可观赏性和性价比都超过想像，一点不比周边的龙虎山三清山武夷山差。作为世界自然遗产和地质公园，我觉得景区要大力推广宣传，吸引更多的游客。
e18****93,2018-04-27 19:23,4,龟峰的景色是值得推荐的，但是景区的指路标识非常不清晰，至少有两处观景台和不少景点没有标志，三道口服务点的老鼠非常猖獗，基本到了不怕人的程度
pigeon528,2018-04-27 14:40,4,一路栈道，有惊无险，丹霞地貌，风景秀丽，值得一看
爱绿游,2018-04-12 12:37,5,龟峰的确是一个不错的景点，丹霞地貌，山石秀美，重峦叠嶂，非常险峻，值得游玩！
ljh67050,2018-04-06 14:40,5,这个星期去了弋阳龟峰，这个景区不错，风景很美，石头怪异独特，空气好，值得游客一看，景区除了门票没有其他收费的区域，我觉得比江西其它⭐⭐⭐⭐⭐景区管理得好，很适合大众旅游，景区漫游需4小时左右，很惬意，很集中，费用也合适，网上订票有优惠。
M49****279,2018-04-03 19:35,5,风景很好，有的地方很陡几乎直上直下，还有玻璃栈道也有个百米左右，四个小时就可以逛完整个景区。
jdm1333,2018-04-03 11:35,5,网上订票很方便，到景区门口取票也非常方便，景区里人不太多，游玩的感觉不错。
qllbshan,2018-04-02 17:10,4,龟峰山位于江西省弋阳县内，山体是典型的丹霞地貌，受自然风化影响，这一带有非常多形似乌龟的山岩，龟峰也因此得名。龟峰系世界自然遗产、世界地质公园、国家级风景名胜区、国家AAAA级旅游区、国家森林公园、全国爱国主义教育基地，是江西省环鄱阳湖经济圈上的一颗璀璨的明珠，并以其独特的“无山不龟，无石不龟”的自然景观和深厚的文化底蕴成为游圣徐霞客、电视剧《西游记》等众多名家名剧的首推景点。景色雄奇瑰丽，山险水清景点集中！碧水丹峰，美不胜收！！爬山总的来说难度不大，骆驼峰有点挑战。
悠然见五山,2018-04-02 13:21,4,弋阳龟峰与龙虎山都属于丹霞风景，无山不龟、无石不龟，是5A景区。目前名气不太响，但风景观赏性和趣味性很好，值得一看。成人门票（包含观光车、游船）160元，网上订购有优惠。一般人整个景点游玩下来，5个小时足够。可请导游讲解，每个团组120元（一小圈）、200元（一大圈）。正因为名气不大，所以人不多，不拥挤。从弋阳高铁站坐2路公交40分钟可到老游客中心。新游客中心也已开放，自驾游、出租车不要搞混。建议夏天或者雨天不要游玩，夏天太热，雨天啥也看不到。
M22****1381,2018-03-29 12:03,5,很美的景点一流的丹霞地貌玻璃栈道很惊险风景独好从百年樟树开始一路爬山最后游船出来这样比较轻松先上游船话要一路爬山到骆驼峰比较累，龟峰很值得一游，
M23****585,2018-03-27 13:14,5,龟峰山，奇山怪石，风景独特，值得一游！
M23****585,2018-03-25 15:01,5,江西弋阳龟峰山，奇峰怪石，景色独特，令人惊叹不已！玻璃栈道更是惊险刺激，值得一游！整座山围着龟主题，真是名副其实的龟峰山！如果有导游的解说，更是富有传奇色彩。
M59****592,2018-03-20 17:28,5,非常的漂亮，空气也非常的清新，卫生也非常干净
小尹哥22,2018-03-17 10:00,5,丹霞地貌景观、怪石嶙峋、只要你想象力丰富就能看到各种各样动物、人像、……！游道惊险刺激！景色好漂亮、对体力要求不是很高、全程边拍边玩大概也就是三小时左右！下山后、还有景区专用的游船和电瓶车送至码头、和停车场！很开心的一次旅行！
泰山白云,2018-03-15 22:19,5,风景美，一景多看，变化多端，只要想象力丰富，都能说一二，不枉雨中**
M20****184,2018-03-15 21:32,4,景点还是不错的，感觉半天不够玩，没来得及爬骆驼峰有点可惜，整体景观还是不错的，就是做游轮没有东西看，管理不够完善，没人维持秩序，这在河边多不安全。坐电瓶车都没有排队等候区，还不是旅游旺季去，大家互相拥挤抢上车，这对于带孩子的，和老人多危险啊，高峰期车太少，没有有序管理，看到一辆电瓶车停在上一个景点休息都一个多小时也不接客人，听接送我们的司机口气就是很无奈，没有管理到位，没责任心的司机就不跑车，不管游客。还有门票，当地人的门票是50，外地160，这差距也太大了，网络订票还要提早24小时，实在不合理。
艾罗洛扬雄,2018-03-12 15:38,5,龟峰景区位于江西省弋阳县城区西南部，320国道、311高速和浙赣铁路旁，距弋阳县城10公里，总面积136平方公里。龟峰因景区内有无数形态酷似乌龟的象形石和整个景区远远看去象一只硕大无朋的巨龟而得名。素有“三十六峰七十二景”之说，集“奇、险、灵、巧”于一身，有“江上龟峰天下稀”和“天然盆景”誉称。以其独特的“无山不龟，无石不龟”的自然景观和深厚的文化底蕴成为游圣徐霞客、电视剧《西游记》等众多名家名剧的推荐景点。景区是世界地质公园龙虎山—龟峰地质公园和世界自然遗产“中国丹霞”的组成部分，也是国家级风景名胜区、国家AAAAA级旅游景区、国家森林公园、全国爱国主义教育示范基地。
lesley88,2018-03-12 11:05,5,2017年国庆节去的，上饶市旅游搞活动，可爱的中国，9.9元特价门票。很有特色丹霞地貌山水，特别是最后段新开发的玻璃栈道，胆战心惊！
118****260,2018-03-11 08:19,5,龟峰是人在深山无人识，奇丽风景值得隆重推荐。
133****0327,2018-03-10 19:19,5,景色不错，丹霞很漂亮，龟峰名副其实，游船可有可无，还要走太多路，累啊
立即出发,2018-03-05 11:29,5,这个景区还真是不错，不是很大，也不太累。弋阳也开了动车，在县城里有专门的公交车K2可以直达景区，如果不坐游船可以买95元的门票，坐船的话再加65元的船票。建议不买船票，全程走下来也就是4个多小时。这里丹霞地貌的特点导致怪石林立，什么老人峰，天外来客，龟背石等等，你尽可发挥你的想象力，觉得像什么就是什么，不必拘泥于别人的想法。还有比较长的玻璃栈道可以游玩。这里特别适合中老年人游玩，不累。值得一去。本人觉得优于鹰潭的龙虎山。
舍 予,2018-03-01 14:39,4,风景还是不错的。天气很好。景区票价还行。携程方便实惠感觉景区内部管理一般，卫生一般，设施一般
300****111,2018-03-01 09:59,5,刚升5A，对比周边的龙虎山和武夷山觉得游玩的性价比最高，推荐。
_WeCh****764435,2018-02-27 21:04,5,听朋友说，龟峰风景好，有特色，四个朋友一起自驾游，下午从武宁出发，晚上八点到弋阳县，住七天连锁酒店，第二天一早导航到龟峰，带上我的宠物狗小米，上到山顶，有位工作人员给肉我的狗吃，好有热心，玩了一整天，很开心，下回带家人一起来。
_WeCh****656511,2018-02-19 23:21,5,五个人去的，夫家是天津的，今年公公婆婆也一块来这边过年，带着他们就在自己家附近游玩，以前自己也没去过，风景真的挺美，值得一去。
205****202,2018-02-19 07:53,4,"风景挺漂亮的，奇山怪石，值得一看。一路都是山路，对体力是个考验的。请了个导游，由于山没有太多文化内涵，所以解说的内容比较少，性价比不高。
玻璃栈道不错，不过由于是双向同行，有个地方特别狭窄，会造成人流拥堵，景区需要改进之一。
游客需要规划好时间，否则坐完游船后，可能就没有游览车了，快速步行到门口预计要30-40分钟，景区需要改进之二。"
M15****888,2018-02-16 20:55,5,不错的景点，带孩子春节去的，孩子挺喜欢的，玩的很开心，春节人也不太多，满意。
M49****912,2018-02-13 15:06,5,风景很不错！各种奇石姿态万千！值得一看！游玩难度也不大！景区环境干净！
汽车之家任大人,2018-02-05 00:13,5,趁着周末带孩子来到家边上江西弋阳的龟峰地质公园转转。义乌过来很近，200多公里。一天完全可以来回。龟峰公园说实话真的不大，转一圈2小时足够。看看这奇特的山峰造型也是挺不错的，呼吸呼吸新鲜空气，赞啊！当然景区门票便宜很关键哦
M42****356,2018-01-29 23:12,5,风景好，管理也不错，一次愉快的旅行
M25****8427,2018-01-26 20:20,4,龟峰，顾名思义，山如龟，龟满山。龟峰景区集中精致，视觉冲击震撼。有山有水，有攀登有泛舟。由于许多岩石山峰貌似昂头的乌龟而得名。龟峰尽管没有索道。但修整一新的石阶、玻璃栈道非常省力，对体力的挑站也恰到好处，从上山、登峰、揽胜、下山、最后乘船全程大约4小时。中间约有一百多米的悬空玻璃栈道、和没有栏杆的山脊缓坡（称作好汉坡），给游览平添更多的乐趣山脚下的湖水给龟峰增色不少。非常值得一去的自然景观。
来自银河,2018-01-07 11:35,4,时间比较紧，就在里面随便看看，风景不错，值得推荐。
杨四叔埃斯比约毛遂,2018-01-05 22:33,5,去过很多丹霞风景区，个人感受最有独特地貌风景算龟峰哦，栈道险峰上，中，下穿行，登上两峰顶确实独特，但最好碰天气好去，免得留遗憾。超赞。
Helene ～成为更好的,2018-01-04 09:01,5,我们是淡季出行，人很少，景区非常不错，门票也不贵，性价比超高啊，特别有一个直上直下，90度的楼梯，好玩刺激，真心不错哦，风景也美丽，真是非常满意
旅游圣行者,2018-01-02 18:21,5,景点不错，没去过的值得一去，个人感觉还是挺好看的，门票便宜
_CFT0****9958,2018-01-02 14:28,5,天气不好，本来说先看看的后面有人就一起了。不过雾太大整个过程没怎么挺久，三个小时左右就结束了
_CFT0****9958,2018-01-02 14:23,5,建议大家选个好天气去，不然就像我一样了
danny,2018-01-02 08:56,5,"在航拍中国上第一次知道这个地方。身处其中才知道真的很特别，其实不必纠结于什么的景色像什么，更重要的是感受大自然的鬼斧神工。
游玩需要一定体力，细细看起码要四到五小时，骆驼峰上天梯很惊险，体力差或者恐高的朋友还是别去了，不过上去风景独好啊！"
ccc****004,2018-01-01 20:27,4,按地图走到清水湖就吃药了，码头搬到很远的地方去了，只有工作人才能在老码头上下，所以赶紧告知大家。连门票背后的地图也是错的。好汉坡是最平缓的一段路，不去也行。新码头的电瓶车在大山洞的东侧站牌等，下来还有上坡路，所以建议最后坐船。整个景区变化度不大，就是在绕圈，普通游客找刺激的话走玻璃栈道，大神游客爬骆驼峰，玻璃栈道也不敢走的游客去武夷山
跳舞的水草,2017-12-22 23:43,5,最让我印象深刻的就是形态各异的小乌龟垃圾桶，虽然是寒冷的冬天可是在大山里根本见不到一丝萧条。郁郁葱葱的树木，间或的鸟鸣，好一副春意盎然的生机。但是最让我觉得有点不划算的是，旅游观光车实在太没有性价比了，个人觉得10元还差不多吧，别的都很完美，一定要推荐的就是骆驼峰要挑战下，那简直是刺激的，每踩一脚小心脏就一抖，哈哈
水3水-,2017-11-30 12:26,4,还是很美的呀，去的时候人很少，和老公慢慢爬山感觉很好，山也不是特别高，但是景色真的很不错，第一次看到这种地貌的山。最喜欢的还是玻璃栈道！！之前湖南的都得收鞋套钱，这里是免费的，人很少就可以尽情的拍照哈哈哈。记得在山上途中还遇到了算命的老爷爷，大冷天的坐那儿也不容易，就和老公去算了，希望借他吉言！值得一提是整个景区都很干净，随处都有乌龟的垃圾桶，也是很棒！以后有机会在来吧，虽然没有庐山井冈山呢样宏伟壮观，但也有他的独特之处呀~
上犹赵武灵王,2017-11-27 10:35,5,龟峰相对来说还算原生态各种形态逼真玻璃栈道也堪称完美票价性价比还是相当不错的从上海高铁至弋阳然后2路直接到景区交通很便捷可惜景区周边尚未开发完善农家乐较多住宿条件较差
我不是毛毛猪,2017-11-22 17:46,5,长江以南就是风景秀丽。我爸爸知青下乡就在江西弋阳，老和我说龟峰风景好，终于成行，不失望
静静的小溪流,2017-11-14 07:26,5,没有想到龟峰这么美，一路风雨，一路惊喜！第一次如此近距离的感受丹霞地貌的奇峰异石，再加上雨水的润色，云雾的衬托，实在是如入幻境！
M24****0701,2017-11-09 19:42,5,携程上150定的票，比直接在那买便宜了10块钱，包括了坐游园车和坐船，感觉还是挺不错的，物有所值吧，为什么这么说呢，因为你请当地人带你进去根本不用这么多钱，一般就50，但是没票的话你坐船就要100一个人了，所以算下来是一样的，哈哈，再说人人都**，景区怎么发展，尽兴感到值就行了，毕竟怕花钱不出门，出门不怕花钱嘛。景区很多石头乌龟，各种说法，有钱人可以花200请个导游，我没请，蹭了别人团的，受了点白眼，但是听得过瘾，哈哈。玻璃栈道好评，又长又险，玻璃也很透明，爽。。一柱擎天峰和网上美化过的稍有出入，但是脑补后就一样了。主峰是骆驼峰，有能力的一定要爬上去，不然太可惜了，上去的楼梯基本上90度，有个拐角似乎超过了90度，很有意思。云梯也很好，不如骆驼峰惊险，但是也很垂直。还有很多景点就不说了，反正比较满意啦。
M47****969,2017-11-03 17:11,5,"价廉物美。
感恩造物主，有如此逼真，惟妙惟肖！"
圣安东尼智永禅师,2017-11-03 14:11,5,"建议景区指示牌
再多点详细点，特别是叉路口。我在去骆驼峰时，一个指玻璃栈道，一个指云梯，在云梯牌子上加上骆驼峰就好了嘛！"
E01****18,2017-11-02 12:35,5,好久没去龟峰了，刚修好的玻璃栈道不错。值得一去！
M24****6886,2017-10-29 09:11,5,空气很好风景很优美卫生条件很好适合与一家人没事去旅游很惬意照片去选
恋雪的日子,2017-10-28 17:15,5,很好，值得一游，惊险刺激，也不累。
一壶铁观音一壶龙井,2017-10-25 23:28,5,一流的丹霞，丹霞中的精品，值得一游。
M10****482,2017-10-24 22:09,5,龟峰风景区去了的人都不会后悔，有桂林山水的秀美，有奇山异石的奇观，更有玻璃栈道的刺激，真的是无峰不龟。
hct12138,2017-10-18 20:46,5,物超所值，虽然人不多，但是景区很有意思很好玩
亲爱的颜,2017-10-17 20:25,5,用时5个小时，很累，很愉悦！玻璃栈道，虽然下来时将近90℃垂直的楼梯也是够悬！
散入春风,2017-10-12 16:42,5,基本满意，门票价格贵了点，会向朋友推荐。
M40****103,2017-10-12 12:56,5,"1、卫生条件好，很干净。
2、风景很美，安全措施很好，蓝天救护时刻能看得到。
3、山下山上物价一样，比在镇上的还便宜，不用担心被宰，这是其他景区看不到的，说实话，东西都是挑上去，真心不容易。
4、十一期间相对人多一点，但是一点也不拥挤。"
M21****330,2017-10-10 21:49,5,风景好人也好，特别要给办理电子支付售票的工作人员点赞！
M42****395,2017-10-09 09:53,4,山不错，有华山的感觉，人也不是很多，150的门票性价比还可以，建议去爬爬，但是住宿就不要住弋阳了，太差了。
Fiona1976,2017-10-09 09:01,5,"去过庐山，三清山，龙虎山，龟峰相对知名度不高，但是风景美丽迷人，景区管理也很好，就是最后坐船那段有点小插曲，船太少了，导致游客滞留在码头。
刚升5A景区，门票价格偏高了"
Jo-cszjj,2017-10-09 01:33,5,观景顺序：先坐观光车，登山看景点，下山座游轮，坐观光车回停车场。
Jo-cszjj,2017-10-09 01:26,5,环境管理很好，保洁员工作认真，景点很美，值得。
ninth,2017-10-09 00:54,5,咱江西的风景是真的不错，就可惜知名度不够。最高峰仅400多米，爬山毫无压力，却能排出4000米高峰的感觉。新的玻璃栈道感觉很赞。
M44****715,2017-10-08 20:01,5,景点还是不错的，风景很好，只是景区内还要的花40元座船
sy原来的我,2017-10-08 17:40,4,很方便，只是观光车和游船联票有点坑爹，150的票，门票只要70，但观光车和游船只小段路，50元都不值
jpgg,2017-10-08 17:40,5,景点很好，又美又刺激，值得一看。
_CFT01****7845500,2017-10-08 10:03,5,很棒景区风景独好，特别美，山很秀，别具一格。
flash97,2017-10-07 20:22,5,并没有在计划中的地点，结果不虚此行，先是湖中游，后面开始爬山，对体力有些要求，骆驼峰值得年轻人去挑战一下，晚期丹霞地貌，很有特色，不比龙虎山差，不错的地方，需要适当扩大宣传。高速路上看到宣传说已经是5A景点了
hct12138,2017-10-07 19:36,5,挺好玩的，比较陡峭，适合出游。
Kevin熊,2017-10-07 18:49,5,的确不错，因为周边还有着三清山龙虎山等景区，所以这里知名度并不算高，但也正是因为这样，这里的游客并不算多，不用人挤人，看人口，这里的丹霞地貌还是很有特色的，尤其是有着华东最长的玻璃栈道，挺好玩的。景区也没有很多岔路，就算是在岔路口也都有工作人员指引，游客体验很不错。值得一来
晏子YZ,2017-10-07 11:13,5,龟峰风景区名气一般但风景漂亮，节假日过去人不多。典型的丹霞地貌，非常震撼，值得一游。以后有时间还会再去。现在不是热门景点，过几年后一定会热起来。强烈推荐！（提醒出游的人千万不要购船票乘船，乘船是个坑，友情提醒）。
M70****65,2017-10-06 21:42,4,风景不错，骆驼峰不可怕，看着恐怖爬起来一般，很多小朋友也挑战成功了
M24****1859,2017-10-06 20:25,5,景区环境优美，景色秀丽，秩序好
明宵升海平,2017-10-06 18:11,5,我游玩的是携程推荐的第二条线！先坐船到最里面的清水湖！再往回走！就是开始登山太陡了！后面就好了！基本没什么坡度！南方丹霞就是好看！山水相映成趣！
m80****40,2017-10-05 20:21,5,不错不错啊，我们家人下次还会再来一次的
M24****1213,2017-10-04 06:54,5,比起十年前，现在栈道，爬山轻松，观景视角，值得一游。
139****2344,2017-10-03 23:16,4,壮哉大美山河，江西风景这边独好！
M11****066,2017-10-03 20:47,4,总体不错，景区很干净，景点也很美。
_WeCh****07263,2017-10-03 19:32,4,上山景色不错，服务点的志愿者都挺好的没有不耐烦，景区卫生也不错，下山很无聊，全程无看点，路挺远的，游船也很无聊
M53****053,2017-10-03 14:09,4,景区学生票无需验证，比较方便。可惜下雨天骆驼峰顶关闭，有些遗憾。
M53****635,2017-10-03 14:03,5,今天遇到下雨，走得有点辛苦，但景色不错，景区旅游人还是蛮多的。
法兰柯,2017-10-02 13:56,5,很喜欢这样干净秀丽的景点，轻松随意
M24****9702,2017-10-01 16:19,5,很好的一个景点，游客不算多，但服务还可以，景色很美
_WeCh****04548,2017-09-29 10:18,5,很好的游玩体验，风景秀美！没听景区开电瓶车的忽悠，坚持走路上山，回来坐游船，非常棒！3小时左右游完全程！携程预定的65元/张门票，听说国庆开始门票涨至195/张
138****3290,2017-09-26 15:05,5,风景挺好的！9月21去，天气有点热！
